koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag
non-candidate,1,0,0,0,361.54561249,190.4475347,2455023.448,0.0,0.537,25.28,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.894
candidate,0,0,0,0,19.5650801,136.28555,2454969.286,0.0,0.025,4.242,61.7,0.1465,89.96,13.8,2,0.8189,6180.0,4.294,1.235,1.09,12.674
non-candidate,1,0,0,0,355.79978,346.7189,2455179.719,0.0,0.4433,5.972,172.3,1.0419,89.95,10.5,2,0.4866,6350.0,4.225,1.394,1.188,12.674
non-candidate,1,0,0,0,410.99389,190.8191,2455023.819,0.0,0.3421,12.01,550.0,1.0838,89.95,8.7,1,0.4866,5471.0,4.533,0.898,1.002,15.46
non-candidate,0,0,1,1,2.17823752,132.00513,2454965.005,0.0,0.037,2.259,44.0,0.0318,89.71,10.1,1,0.3778,6052.0,4.422,0.969,0.905,14.102
non-candidate,1,0,0,1,1.404674486,131.55621,2454964.556,0.0,0.8171,5.056,155.5,0.0208,58.44,20.7,1,0.4866,4716.0,4.65,0.609,0.603,14.962
non-candidate,1,0,0,0,24.9097436,143.0403,2454976.04,0.0,0.5729,3.856,150.2,0.1788,89.38,9.7,1,0.4866,6596.0,4.037,1.757,1.227,13.073
candidate,0,0,0,0,12.3101351,141.8765,2454974.876,0.0,0.783,3.797,263.7,0.0968,87.21,12.9,2,0.9922,5009.0,4.491,0.84,0.797,15.629
candidate,0,0,0,0,2.61576515,131.97896,2454964.979,0.0,0.25,2.777,120.4,0.0364,87.98,15.1,1,0.7701,6088.0,4.446,0.958,0.934,15.18
non-candidate,1,0,0,0,409.2452,265.2465,2455098.246,0.0,0.0176,13.06,531.2,1.0364,89.95,12.8,1,0.4866,5910.0,4.466,0.911,0.886,15.42
candidate,0,0,0,0,6.94245216,135.95819,2454968.958,0.0,0.485,3.491,160.8,0.0743,87.95,14.7,1,0.6243,6108.0,4.466,1.03,1.132,15.158
candidate,0,0,0,0,5.53312006,132.1648,2454965.165,0.0,0.299,3.486,53.1,0.0622,88.53,13.4,1,0.5587,6170.0,4.15,1.425,1.047,13.591
candidate,0,0,0,0,200.721168,280.0733,2455113.073,0.0,0.234,9.91,822.5,0.6577,89.91,13.1,1,0.1508,5566.0,4.275,1.17,0.94,15.511
candidate,0,0,0,0,9.4061364,137.7073,2454970.707,0.0,0.397,4.882,79.5,0.0878,88.33,13.2,1,0.8119,5855.0,4.24,1.268,1.02,14.09
non-candidate,1,0,1,0,0.935086665,131.52593,2454964.526,0.0,0.4742,1.12,71.2,0.0203,85.37,13.1,1,0.4866,6762.0,4.282,1.348,1.276,13.993
non-candidate,0,1,0,0,1.489457454,131.99809,2454964.998,0.0,0.171,3.028,56.3,0.0278,87.41,29.7,1,0.2499,6316.0,3.908,2.087,1.285,13.09
non-candidate,0,0,1,0,1.181165291,132.42522,2454965.425,0.0,0.632,1.013,370.4,0.0201,84.94,14.1,1,0.9179,5203.0,4.582,0.747,0.779,15.971
candidate,0,0,0,0,66.373298,174.01595,2455007.016,0.0,0.021,8.559,415.0,0.3237,89.98,13.7,1,0.79,6143.0,4.47,0.976,1.027,15.37
candidate,0,0,0,0,13.61165024,144.16808,2454977.168,0.0,0.112,7.617,95.5,0.1211,89.53,31.6,4,0.9981,6170.0,4.192,1.499,1.282,12.805
candidate,0,0,0,0,6.24564633,137.16241,2454970.162,0.0,0.594,2.459,212.0,0.0607,87.87,11.9,1,0.6646,4858.0,4.622,0.707,0.786,15.485
non-candidate,0,1,1,1,0.945829261,132.09286,2454965.093,0.0,0.326,1.715,98.2,0.0185,85.41,15.1,1,0.4895,5959.0,4.546,0.859,0.948,15.263
candidate,0,0,0,0,10.8614163,136.8213,2454969.821,0.0,0.939,6.02,64.8,0.0983,79.6,12.9,2,0.669,6339.0,4.454,1.017,1.069,13.517
non-candidate,0,0,1,0,0.973160836,132.25412,2454965.254,0.0,0.034,0.864,138.3,0.02,89.78,9.8,1,1.0,6108.0,4.466,1.03,1.132,15.238
non-candidate,0,0,0,1,4.05943749,133.1883,2454966.188,0.0,0.914,3.245,105.4,0.049,77.6,18.1,1,0.5118,5051.0,3.978,1.655,0.949,13.514
candidate,0,0,0,0,7.03965141,137.41892,2454970.419,0.0,0.778,3.141,268.7,0.0747,86.03,9.8,2,0.4076,5902.0,4.128,1.513,1.12,14.935
candidate,0,0,0,0,4.72519164,131.9997,2454965.0,0.0,0.6,3.751,98.8,0.0652,85.62,10.0,1,0.0819,6655.0,3.49,3.831,1.653,12.358
non-candidate,0,0,0,1,6.39903778,134.7133,2454967.713,0.0,0.241,3.15,186.6,0.0799,89.1,24.1,1,0.8466,5178.0,3.286,4.856,1.66,13.507
candidate,0,0,0,0,66.6434565,170.08058,2455003.081,0.0,0.985,2.385,277.3,0.3301,89.05,14.8,1,0.6367,5751.0,4.339,1.164,1.079,13.224
non-candidate,0,1,1,1,0.739761008,131.80913,2454964.809,0.0,1.2359,7.589,292.1,0.0113,9.74,34.7,1,0.4866,3417.0,4.9,0.35,0.354,15.049
non-candidate,0,0,1,0,0.950735805,131.7794,2454964.779,0.0,0.57,1.1434,175.1,0.0196,83.9,17.1,1,0.0001,6039.0,4.478,1.005,1.108,15.156
non-candidate,1,0,0,0,369.819993,179.3674,2455012.367,0.0,0.9179,20.232,1599.0,0.9376,89.38,42.1,1,0.4866,4806.0,4.495,0.839,0.801,15.089
non-candidate,0,1,1,1,2.17815935,132.02414,2454965.024,0.0,0.503,1.839,116.3,0.0344,86.38,14.1,1,0.0214,6258.0,4.413,1.098,1.139,14.975
candidate,0,0,0,0,160.850075,144.5039,2454977.504,0.0,0.769,9.427,428.1,0.6188,89.5,16.1,1,0.9986,5999.0,4.168,1.507,1.225,14.218
non-candidate,1,0,1,0,0.720460644,132.012909,2454965.013,0.0,1.272,1.7846,2111.5,0.0163,42.08,117.2,1,-1.0,6304.0,4.435,1.058,1.11,14.828
non-candidate,0,0,1,0,3.7948721,134.40039,2454967.4,0.0,1.168,1.713,305.1,0.0455,71.52,11.3,1,0.662,5883.0,4.58,0.793,0.881,15.302
candidate,0,0,0,0,122.0804953,155.02532,2454988.025,0.0,0.957,4.054,799.9,0.4484,89.4,23.3,3,0.5223,5132.0,4.571,0.77,0.805,14.157
candidate,0,0,0,0,6.2614227,133.2299,2454966.23,0.0,0.069,4.779,51.4,0.0677,89.61,10.6,2,0.575,6384.0,4.361,1.121,1.046,13.973
candidate,0,0,0,0,3.70386741,132.69596,2454965.696,0.0,0.033,1.41,125.7,0.0446,89.91,13.1,1,0.9092,5496.0,4.592,0.776,0.869,14.108
non-candidate,1,0,0,0,0.638437699,131.592552,2454964.593,0.0,0.904,0.3028,286.8,0.0141,83.43,25.8,1,-1.0,5073.0,4.571,0.824,0.922,15.23
non-candidate,0,0,1,1,1.8912851,132.676,2454965.676,0.0,1.216,6.182,1223.4,0.027,32.77,25.7,1,0.5378,4700.0,4.605,0.707,0.734,16.851
candidate,0,0,0,0,19.8751355,148.3935,2454981.393,0.0,0.919,8.041,109.0,0.1658,83.44,15.2,1,0.8391,6918.0,4.021,2.004,1.536,13.543
non-candidate,1,0,0,0,343.42046,327.4112,2455160.411,0.0,0.3519,11.11,482.7,0.9617,89.95,10.0,1,0.4866,6115.0,4.469,0.967,0.999,15.223
non-candidate,0,0,1,1,3.47148164,133.7138,2454966.714,0.0,0.719,4.679,122.7,0.0415,79.92,9.5,1,0.691,5297.0,4.626,0.716,0.8,15.795
candidate,0,0,0,0,5.94373492,135.25897,2454968.259,0.0,0.197,1.847,301.0,0.0563,89.54,13.2,1,0.8127,4391.0,4.598,0.682,0.671,15.583
non-candidate,1,0,0,0,244.60373,230.282,2455063.282,0.0,0.2652,10.87,769.8,0.7253,89.95,17.7,1,0.4866,5166.0,4.593,0.771,0.853,15.319
candidate,0,0,0,0,85.7567919,162.71914,2454995.719,0.0,0.713,5.695,159.1,0.3912,89.51,16.9,1,0.851,5037.0,3.783,2.213,1.083,12.429
candidate,0,0,0,0,2.18660188,131.94832,2454964.948,0.0,0.828,1.585,122.3,0.0299,82.31,14.2,1,0.9326,4904.0,4.535,0.772,0.745,14.793
candidate,0,0,0,0,7.2929891,135.6364,2454968.636,0.0,0.022,4.053,72.5,0.0723,89.95,7.1,2,0.4866,5959.0,4.549,0.856,0.945,14.829
non-candidate,0,1,1,0,3.1339356,133.5458,2454966.546,0.0,0.768,4.477,203.7,0.0432,77.85,21.4,1,0.9978,6137.0,4.46,1.018,1.086,15.725
candidate,0,0,0,0,2.55315031,132.44849,2454965.448,0.0,0.32,1.849,185.3,0.0366,88.19,15.4,1,0.0449,5970.0,4.521,0.908,0.996,15.424
candidate,0,0,0,0,2.936587946,133.03618,2454966.036,0.0,0.863,1.8952,279.6,0.0372,82.32,20.1,2,0.2748,5455.0,4.421,0.909,0.795,15.404
candidate,0,0,0,0,145.786556,215.0441,2455048.044,0.0,0.133,4.891,378.0,0.525,89.97,13.9,1,0.8342,5578.0,4.44,0.95,0.905,14.41
non-candidate,0,0,1,1,1.33254212,132.0554,2454965.055,0.0,0.662,3.848,37.4,0.0262,72.12,10.6,1,0.9292,6613.0,3.87,2.237,1.355,13.0
candidate,0,0,0,0,10.7769944,140.2902,2454973.29,0.0,0.069,2.616,185.6,0.0871,89.87,11.3,1,0.3472,5455.0,4.457,0.852,0.759,14.587
candidate,0,0,0,0,2.5093344,133.1123,2454966.112,0.0,0.019,1.833,184.3,0.0377,89.9,8.4,1,0.7866,6278.0,4.425,1.081,1.132,15.588
non-candidate,1,0,1,0,0.918921494,131.68016,2454964.68,0.0,0.011,0.9425,321.0,0.018,89.92,23.7,1,0.9904,5655.0,4.561,0.833,0.926,15.606
candidate,0,0,0,0,7.84931877,134.8747,2454967.875,0.0,0.107,3.747,68.2,0.0726,89.62,12.6,1,0.3956,5678.0,4.365,0.99,0.828,13.858
non-candidate,1,0,0,0,67.7125988,149.82165,2454982.822,0.0,1.8756,1.538,542.4,0.3094,88.81,13.4,1,0.4866,6309.0,4.517,0.847,0.86,14.213
non-candidate,0,1,0,0,12.4285576,133.7175,2454966.717,0.0,0.892,13.98,620.1,0.0987,75.61,13.2,1,0.0848,5492.0,4.604,0.752,0.841,15.663
non-candidate,0,0,1,0,1.275511306,132.44654,2454965.447,0.0,0.011,1.889,69.3,0.0229,89.88,10.3,1,0.3998,5921.0,4.418,1.015,0.984,15.083
non-candidate,0,0,1,0,5.78159956,136.77178,2454969.772,0.0,0.66,2.222,72.8,0.07,87.51,16.4,1,0.1196,6443.0,4.023,1.884,1.371,13.384
non-candidate,0,0,1,1,8.4805019,135.8339,2454968.834,0.0,0.972,8.345,164.9,0.0726,67.04,11.0,1,0.4081,5555.0,4.554,0.737,0.709,15.313
candidate,0,0,0,0,24.5607107,146.7938,2454979.794,0.0,0.374,8.679,55.2,0.1794,88.94,14.9,4,0.5284,6170.0,4.192,1.499,1.282,12.805
candidate,0,0,0,0,2.94648935,132.42208,2454965.422,0.0,0.01,3.155,57.0,0.0427,89.92,12.7,2,0.1837,6481.0,4.378,1.171,1.194,14.144
non-candidate,0,0,1,0,1.227986164,131.84491,2454964.845,0.0,0.477,1.551,150.5,0.0214,84.97,14.8,1,0.3066,5746.0,4.435,0.931,0.861,14.966
non-candidate,0,0,1,1,2.11548883,132.00942,2454965.009,0.0,0.505,4.008,169.5,0.0329,81.96,17.6,1,0.0307,5952.0,4.489,0.971,1.057,15.627
non-candidate,1,0,1,0,358.96247,295.9933,2455128.993,0.0,0.424,23.49,670.8,0.9901,89.78,12.1,1,0.8232,5743.0,4.527,0.904,1.003,15.389
non-candidate,0,0,1,1,2.17815196,132.02208,2454965.022,0.0,0.32,2.445,245.0,0.0302,87.22,17.9,1,0.9336,5357.0,4.634,0.7,0.775,15.916
non-candidate,1,0,1,0,342.315407,157.0157,2454990.016,0.0,0.1974,12.476,719.7,1.0088,89.95,13.3,1,0.4866,6425.0,4.373,1.164,1.168,15.091
non-candidate,0,0,1,1,1.089077224,132.02477,2454965.025,0.0,0.206,2.705,152.7,0.0199,86.2,18.7,1,0.0,5118.0,4.547,0.83,0.883,15.472
non-candidate,0,1,1,1,1.288066288,133.273187,2454966.273,0.0,1.378,6.4616,10083.0,0.0199,35.12,230.7,1,-1.0,5233.0,4.625,0.639,0.627,15.313
candidate,0,0,0,0,24.6683831,136.633,2454969.633,0.0,0.751,8.556,109.2,0.1786,87.12,15.3,1,0.971,6059.0,4.151,1.554,1.249,13.572
non-candidate,1,0,1,0,2.31894284,132.9696,2454965.97,0.0,0.72,5.321,66.5,0.0344,73.2,13.6,1,0.7822,5780.0,4.438,1.0,1.0,13.232
candidate,0,0,0,0,6.98472143,135.99731,2454968.997,0.0,0.451,2.724,90.7,0.0726,88.54,11.7,2,0.8436,5839.0,4.279,1.227,1.044,13.382
candidate,0,0,0,0,349.41047,241.4685,2455074.468,0.0,0.2791,15.02,652.8,0.9902,89.95,17.7,1,0.4866,5878.0,4.512,0.945,1.058,15.346
non-candidate,0,1,1,1,0.562563871,131.73458,2454964.735,0.0,0.36,1.591,34.6,0.014,82.1,16.4,1,0.7479,6577.0,4.381,1.145,1.154,13.54
non-candidate,0,0,0,1,0.93373458,131.53478,2454964.535,0.0,0.574,4.364,127.7,0.018,68.36,27.8,1,0.2418,5335.0,4.577,0.804,0.891,14.76
non-candidate,0,0,0,1,1.33251948,132.0885,2454965.089,0.0,0.402,3.733,233.7,0.0236,81.19,17.7,1,0.7883,5926.0,4.381,1.058,0.982,16.334
non-candidate,1,0,0,0,168.84663,231.2295,2455064.229,0.0,0.1251,9.75,215.1,0.6188,89.95,9.3,1,0.4866,5897.0,4.489,0.992,1.106,13.859
candidate,0,0,0,0,14.8162925,138.3761,2454971.376,0.0,0.857,4.973,108.2,0.1253,85.99,12.5,1,0.7085,6356.0,4.27,1.325,1.191,12.583
non-candidate,0,1,1,0,160.4122022,262.40022,2455095.4,0.0,0.903,4.92,2538.0,0.5375,89.62,24.4,1,0.0,5269.0,4.62,0.727,0.812,15.407
candidate,0,0,0,0,3.98167088,134.9767,2454967.977,0.0,0.2076,3.609,44.7,0.0522,88.81,10.3,2,0.4866,6484.0,4.377,1.173,1.195,14.144
candidate,0,0,0,0,4.34195312,134.18767,2454967.188,0.0,0.118,2.598,73.3,0.0527,89.47,10.6,2,0.3012,6164.0,4.378,1.09,1.032,13.874
candidate,0,0,0,0,122.358116,134.3477,2454967.348,0.0,0.255,10.768,352.8,0.4823,89.83,12.2,1,0.4679,5998.0,4.324,1.139,0.998,14.945
candidate,0,0,0,0,7.298142,137.85674,2454970.857,0.0,0.411,3.024,370.5,0.0689,88.63,13.6,3,0.3593,5119.0,4.508,0.834,0.818,15.825
candidate,0,0,0,0,18.5010898,149.17569,2454982.176,0.0,0.719,3.179,421.1,0.1275,88.72,14.7,1,0.2418,5242.0,4.613,0.734,0.815,15.789
candidate,0,0,0,0,7.016016,133.9561,2454966.956,0.0,0.89,3.8,169.0,0.0753,82.64,6.3,1,0.303,6642.0,4.39,1.136,1.157,14.404
non-candidate,0,1,1,0,0.569961046,131.80273,2454964.803,0.0,0.343,1.446,44.2,0.0135,83.25,18.9,1,0.969,5814.0,4.066,1.549,1.019,13.333
candidate,0,0,0,0,42.068554,165.0211,2454998.021,0.0,0.022,5.723,186.3,0.24,89.98,9.8,3,0.2529,6122.0,4.487,0.964,1.041,14.718
non-candidate,0,0,1,0,1.121634781,132.31311,2454965.313,0.0,0.409,1.155,71.5,0.0191,86.59,14.8,1,1.0,4518.0,4.589,0.72,0.735,13.958
non-candidate,0,0,1,1,1.33256979,132.05279,2454965.053,0.0,0.207,3.293,104.2,0.0239,86.2,18.4,2,0.8426,6089.0,4.495,0.95,1.031,15.377
non-candidate,1,0,0,0,0.536650896,131.709931,2454964.71,0.0,1.175,4.702,273.2,0.0124,10.48,117.8,1,0.9999,5819.0,4.494,0.881,0.884,13.956
non-candidate,1,0,0,0,397.73699,222.0316,2455055.032,0.0,0.883,11.76,1131.5,0.9466,89.64,15.3,1,0.0026,5313.0,4.521,0.768,0.714,15.086
non-candidate,0,0,1,1,2.17818699,132.00477,2454965.005,0.0,0.553,2.686,115.8,0.0312,84.0,15.4,1,0.8911,5584.0,4.428,0.932,0.849,15.123
candidate,0,0,0,0,6.23968392,133.72124,2454966.721,0.0,0.679,0.668,155.9,0.0654,89.27,9.0,1,0.3684,5751.0,4.303,1.143,0.956,13.795
candidate,0,0,0,0,3.60082855,134.037,2454967.037,0.0,0.395,1.938,296.3,0.0422,88.3,17.9,3,0.9007,4838.0,4.524,0.796,0.771,15.311
candidate,0,0,0,0,15.5714121,136.58529,2454969.585,0.0,0.312,2.294,173.5,0.1022,89.64,13.0,1,0.3678,3872.0,4.714,0.557,0.585,13.977
candidate,0,0,0,0,3.59645081,132.77209,2454965.772,0.0,0.781,2.661,149.6,0.0473,83.31,16.2,3,0.7337,5887.0,4.292,1.235,1.09,15.147
candidate,0,0,0,0,20.6579443,145.6348,2454978.635,0.0,0.188,8.798,98.2,0.1435,89.39,14.1,1,0.776,5468.0,4.171,1.306,0.923,14.216
non-candidate,0,0,1,1,0.760941405,131.62978,2454964.63,0.0,0.26,1.773,186.6,0.0162,85.44,15.2,1,1.0,5629.0,4.553,0.87,0.987,15.855
non-candidate,1,0,0,0,137.665706,240.44616,2455073.446,0.0,0.041,3.732,536.9,0.6051,89.99,11.7,1,0.0976,4832.0,2.953,6.897,1.553,13.199
non-candidate,1,0,1,0,370.90237,205.0559,2455038.056,0.0,0.0566,10.558,545.8,0.9892,89.95,14.7,2,0.4866,5835.0,4.554,0.847,0.935,14.83
non-candidate,1,0,0,0,321.55087,241.849,2455074.849,0.0,0.1608,5.863,397.0,0.8994,89.95,8.2,2,0.4866,5835.0,4.554,0.847,0.935,14.83
non-candidate,0,0,0,1,1.54038914,132.00494,2454965.005,0.0,0.043,1.683,71.8,0.0256,89.65,9.1,1,0.4881,5974.0,4.422,0.989,0.944,14.753
non-candidate,0,1,0,0,71.76236302,170.095082,2455003.095,0.0,0.052,29.435,8591.9,0.3784,89.85,1134.3,2,0.0004,5529.0,3.685,2.817,1.402,12.045
candidate,0,0,0,0,16.3368863,132.20816,2454965.208,0.0,0.066,3.597,225.9,0.1186,89.89,12.1,1,0.1094,5410.0,4.49,0.859,0.834,15.05
candidate,0,0,0,0,1.63668262,131.64586,2454964.646,0.0,1.22,1.907,921.7,0.0304,57.74,12.9,1,0.9901,5234.0,3.436,3.739,1.39,16.494
candidate,0,0,0,0,11.615625,131.96843,2454964.968,0.0,0.977,2.233,191.2,0.0981,85.11,8.8,2,0.1322,5332.0,4.083,1.453,0.932,15.162
candidate,0,0,0,0,110.978266,147.0226,2454980.023,0.0,0.074,11.312,150.2,0.4808,89.94,14.0,2,0.0484,5883.0,4.149,1.529,1.205,13.848
non-candidate,1,0,1,1,0.952378454,131.85999,2454964.86,0.0,0.996,3.892,43.8,0.0203,18.39,17.4,1,0.9148,6963.0,4.25,1.375,1.233,13.541
candidate,0,0,0,0,6.08003714,136.88262,2454969.883,0.0,0.254,1.308,184.0,0.0597,89.58,17.7,1,0.3531,4991.0,4.513,0.804,0.767,13.473
candidate,0,0,0,0,3.035206175,132.3291,2454965.329,0.0,0.965,0.6182,696.9,0.0394,86.14,19.1,1,0.7879,5505.0,4.503,0.873,0.887,15.556
non-candidate,1,0,1,0,358.96844,295.8289,2455128.829,0.0,0.151,21.71,807.8,0.9972,89.93,13.3,1,0.5207,6117.0,4.496,0.947,1.025,15.36
non-candidate,0,1,1,0,2.21316437,132.71281,2454965.713,0.0,0.672,3.874,116.1,0.03,78.56,27.9,1,0.8047,5921.0,4.465,0.83,0.733,14.4
candidate,0,0,0,0,173.2578372,194.4584,2455027.458,0.0,1.9038,2.027,687.0,0.6528,89.38,13.5,1,0.4866,6392.0,4.399,1.162,1.232,14.201
non-candidate,1,0,1,1,0.530967987,131.72336,2454964.723,0.0,0.093,1.812,26.9,0.0163,87.7,24.1,1,0.4769,8473.0,4.123,2.052,2.036,12.717
candidate,0,0,0,0,6.30558387,131.53058,2454964.531,0.0,0.601,2.619,193.1,0.0657,87.71,9.5,1,0.7334,4934.0,3.927,1.756,0.952,15.056
non-candidate,0,0,1,1,4.2058608,132.2913,2454965.291,0.0,0.438,7.39,182.0,0.0498,83.76,13.3,1,0.1581,5590.0,4.56,0.839,0.934,15.892
candidate,0,0,0,0,41.6757509,169.791,2455002.791,0.0,0.256,10.848,142.0,0.2375,89.49,22.6,1,0.5995,5745.0,3.957,1.763,1.027,13.34
candidate,0,0,0,0,11.49589567,139.38053,2454972.381,0.0,0.295,2.256,108.3,0.1037,89.55,13.2,2,0.1915,6290.0,4.133,1.506,1.123,13.582
non-candidate,0,0,1,1,8.4803326,135.8598,2454968.86,0.0,0.556,5.918,35.6,0.0856,86.53,11.0,1,0.3126,6245.0,3.826,2.179,1.16,12.797
candidate,0,0,0,0,0.609926502,131.80347,2454964.803,0.0,0.24,1.2529,133.8,0.0144,86.28,15.3,1,0.984,5936.0,4.501,0.965,1.075,15.682
non-candidate,1,0,0,1,0.750744255,132.18261,2454965.183,0.0,1.154,1.7921,170.6,0.0162,25.83,50.4,1,0.9676,6187.0,4.499,0.937,1.011,13.941
candidate,0,0,0,0,0.991659646,131.53686,2454964.537,0.0,0.765,2.215,77.3,0.0205,71.48,13.5,1,0.5901,6117.0,4.315,1.244,1.17,14.978
candidate,0,0,0,0,8.4795266,138.1276,2454971.128,0.0,0.136,6.052,163.3,0.0827,89.27,8.0,1,0.8473,5841.0,4.52,0.931,1.047,15.994
candidate,0,0,0,0,49.4746966,166.142,2454999.142,0.0,0.491,10.46,291.0,0.2583,89.12,17.2,1,0.1594,5952.0,4.475,0.928,0.94,14.955
non-candidate,0,0,1,0,118.609553,172.0788,2455005.079,0.0,0.993,22.74,380.9,0.4346,85.04,13.1,1,0.0001,5017.0,4.531,0.792,0.776,15.133
candidate,0,0,0,0,1.62888267,132.33899,2454965.339,0.0,0.147,1.72,130.9,0.0261,88.84,12.5,1,0.4529,5398.0,4.571,0.811,0.896,15.295
non-candidate,1,0,0,0,0.616386349,131.64315,2454964.643,0.0,0.226,0.8136,79.4,0.0162,87.73,21.9,1,0.9535,5665.0,3.58,3.266,1.478,12.985
candidate,0,0,0,0,1.920062587,131.72678,2454964.727,0.0,0.387,1.437,226.8,0.0283,87.69,12.6,1,0.8001,5266.0,4.611,0.741,0.83,15.686
non-candidate,1,0,0,0,88.91323139,145.6230854,2454978.623,0.0,0.537,2.92,421.1,0.0851,88.5,23.0,4,0.4866,5767.0,4.438,1.0,0.974,12.981
non-candidate,0,0,1,0,7.07162308,136.46253,2454969.463,0.0,0.331,2.587,123.0,0.0723,89.05,16.9,1,0.3709,6313.0,4.24,1.259,1.005,13.722
candidate,0,0,0,0,6.96352699,133.01717,2454966.017,0.0,0.09,3.192,68.1,0.0711,89.69,17.4,1,0.3827,6040.0,3.978,1.686,0.984,13.128
candidate,0,0,0,0,64.2729088,186.7353,2455019.735,0.0,0.908,12.136,1213.9,0.3308,87.44,27.4,1,0.6058,6341.0,4.278,1.299,1.165,15.589
candidate,0,0,0,0,3.4327371,132.92055,2454965.921,0.0,0.703,4.001,63.2,0.0442,81.58,15.3,1,0.3814,5757.0,4.536,0.881,0.974,13.583
non-candidate,0,1,1,0,13.8452726,136.9596,2454969.96,0.0,0.566,2.555,93.2,0.1301,89.06,10.4,1,0.1056,6845.0,3.89,2.324,1.529,12.632
non-candidate,1,0,1,0,0.687506554,131.85964,2454964.86,0.0,0.085,1.441,130.3,0.0147,88.69,14.4,1,0.851,4643.0,2.595,7.906,0.898,12.467
non-candidate,1,0,0,1,0.566801617,131.80435,2454964.804,0.0,0.565,2.75,24.9,0.0143,68.05,26.4,1,0.9675,6287.0,4.064,1.693,1.211,12.528
candidate,0,0,0,0,0.909127736,132.40471,2454965.405,0.0,0.098,1.431,98.7,0.0177,88.86,13.9,1,0.9248,5486.0,4.389,0.996,0.885,15.195
non-candidate,1,0,0,0,371.63327,296.9495,2455129.95,0.0,0.8185,14.92,107.0,1.042,89.38,15.2,4,0.4866,5802.0,4.073,1.59,1.08,11.443
candidate,0,0,0,0,1.450889836,132.2306,2454965.231,0.0,0.333,1.753,135.7,0.0252,86.85,15.7,1,0.824,6046.0,4.423,1.023,1.011,15.369
candidate,0,0,0,0,5.72716067,133.96409,2454966.964,0.0,0.447,2.23,310.9,0.0575,88.57,16.0,3,0.9903,4838.0,4.524,0.796,0.771,15.311
non-candidate,1,0,1,0,407.59415,273.5955,2455106.595,0.0,0.0274,7.3,462.4,1.0289,89.95,7.7,1,0.4866,6198.0,4.402,0.974,0.872,14.854
candidate,0,0,0,0,10.30148508,134.88185,2454967.882,0.0,0.445,3.903,162.7,0.0954,88.61,12.6,3,0.2662,5887.0,4.292,1.235,1.09,15.147
candidate,0,0,0,0,17.8007815,134.3839,2454967.384,0.0,0.928,6.547,44.5,0.1423,83.51,14.2,1,0.016,6240.0,4.326,1.252,1.214,12.018
non-candidate,1,0,0,0,358.101884,425.6837,2455258.684,0.0,0.5804,6.393,114.0,0.9525,89.95,12.8,1,0.4866,5786.0,4.526,0.856,0.898,11.678
candidate,0,0,0,0,1.717859841,132.92612,2454965.926,0.0,0.35,0.908,66.3,0.0309,88.53,9.5,1,0.893,6694.0,4.084,1.732,1.333,13.228
non-candidate,1,0,0,0,46.0771501,143.6839655,2454976.684,0.0,0.537,3.03,421.1,0.0851,88.5,23.0,4,0.4866,5767.0,4.438,1.0,0.974,12.981
non-candidate,1,0,0,0,42.62423329,156.1855401,2454989.186,0.0,0.537,1.47,421.1,0.0851,88.5,23.0,4,0.4866,5767.0,4.438,1.0,0.974,12.981
non-candidate,0,0,1,0,0.447861451,131.9752,2454964.975,0.0,0.427,0.8541,265.4,0.0112,83.47,20.3,1,0.9758,5901.0,4.553,0.848,0.938,15.497
candidate,0,0,0,0,7.3422467,131.55382,2454964.554,0.0,0.253,2.029,366.8,0.0724,89.47,11.8,1,0.642,5573.0,4.562,0.839,0.939,15.486
candidate,0,0,0,0,8.1134681,132.8253,2454965.825,0.0,0.454,4.961,40.5,0.078,87.69,10.5,2,0.0592,6011.0,4.123,1.409,0.963,13.55
candidate,0,0,0,0,3.036208739,134.06146,2454967.061,0.0,0.111,0.9324,1820.5,0.0283,89.75,26.0,3,0.6128,3464.0,4.923,0.328,0.328,16.257
candidate,0,0,0,0,18.0541469,147.7943,2454980.794,0.0,0.175,4.587,283.1,0.1327,89.67,19.3,2,0.1094,5505.0,4.501,0.909,0.955,15.004
candidate,0,0,0,0,5.4675514,133.42478,2454966.425,0.0,0.27,3.283,87.2,0.0595,88.75,10.4,2,0.8103,5557.0,4.288,1.151,0.936,14.746
non-candidate,0,1,1,0,1.01530474,131.517946,2454964.518,0.0,1.245,8.7622,16445.0,0.0214,30.61,1823.0,1,0.7492,6428.0,4.226,1.44,1.273,13.647
non-candidate,1,0,0,0,94.180473,200.2662,2455033.266,0.0,0.955,7.345,1104.4,0.417,88.63,15.6,1,0.2644,6997.0,4.475,1.0,1.155,14.848
candidate,0,0,0,0,1.538185321,132.49067,2454965.491,0.0,0.7,1.683,277.2,0.0241,82.28,15.2,1,0.0676,5107.0,4.615,0.723,0.794,15.329
non-candidate,0,1,1,1,1.332567643,132.04299,2454965.043,0.0,0.642,4.284,56.7,0.0226,71.31,24.0,1,0.1814,5687.0,4.582,0.79,0.882,14.15
