koi_disposition,kepid,kepoi_name,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,ra,dec,koi_time0bk,koi_tce_plnt_num,is_confirmed,any_false_positive_flag,koi_period_log,koi_prad_log,koi_teq_log
FALSE POSITIVE,4456622,K06417.01,FALSE POSITIVE,0.0,0,1,0,0,0.751408792,1.242,2.2974,17481.0,41.48,1926.0,3241.36,267.3,5697.0,4.46,0.903,15.596,289.32434,39.582581,131.948266,1.0,0,1,-0.28580544508559624,3.7252113833613265,7.563200592358071
FALSE POSITIVE,4482738,K06418.01,FALSE POSITIVE,0.0,1,0,1,1,0.866344816,0.318,1.9188,233.6,6.85,3569.0,38575.44,46.5,4936.0,3.055,4.527,12.945,296.13901,39.579632,132.06358,1.0,0,1,-0.1434722787680064,1.9242486522741338,8.18004072349016
FALSE POSITIVE,4484312,K06419.01,FALSE POSITIVE,0.0,0,0,0,1,2.24294107,0.23,2.532,39.4,0.75,1654.0,1763.55,12.1,6082.0,4.195,1.184,13.182,296.45139,39.59166,133.47862,1.0,0,1,0.8077879823440708,-0.2876820724517809,7.4109518755836366
FALSE POSITIVE,5174920,K06535.01,FALSE POSITIVE,0.0,1,0,0,0,0.950487062,0.907,2.9283,11.5,1.35,4231.0,75637.15,15.4,8107.0,3.698,3.385,11.633,288.05316,40.369499,131.73468,2.0,0,1,-0.05078072892956633,0.30010459245033816,8.350193650720067
FALSE POSITIVE,5181455,K06536.01,FALSE POSITIVE,0.0,0,1,0,0,5.579631021,1.323,3.38646,118320.0,90.32,1108.0,356.56,1268.7,6188.0,4.427,1.022,15.473,290.14093,40.319141,133.5534687,1.0,0,1,1.7191226489380305,4.503358919841406,7.010311867307229
FALSE POSITIVE,5193386,K06537.01,FALSE POSITIVE,0.0,1,0,0,1,21.37831102,0.257,21.7174,80571.0,97.23,1062.0,300.32,852.2,4905.0,3.3,3.484,13.998,293.66013,40.364208,157.804933,2.0,0,1,3.06237690434729,4.577079305821566,6.967909201801884
CANDIDATE,5193439,K06538.01,CANDIDATE,0.285,0,0,0,0,129.847318,0.004,13.057,198.4,1.45,385.0,5.22,11.1,6133.0,4.427,1.032,14.52,293.67682,40.334068,240.6812,1.0,0,0,4.866359283293985,0.371563556432483,5.953243334287785
FALSE POSITIVE,5196851,K06539.01,FALSE POSITIVE,0.0,1,0,0,0,0.541396363,0.0783,2.384,181.0,2.04,3204.0,24909.05,20.4,7118.0,4.212,1.489,12.509,294.54105,40.308029,131.5974,2.0,0,1,-0.6136036195932482,0.712949807856125,8.07215530818825
FALSE POSITIVE,5199978,K06540.01,FALSE POSITIVE,0.0,0,1,1,0,0.550509602,0.386,1.1836,123.5,5.02,3938.0,56796.99,24.0,4891.0,3.169,4.529,13.355,295.31302,40.352341,131.86731,1.0,0,1,-0.5969108806463591,1.6134299337036377,8.278428259199071
FALSE POSITIVE,5211470,K06541.01,FALSE POSITIVE,0.0,0,1,0,0,2.404293523,1.364,4.4649,8150.9,888.7,4178.0,71976.93,471.2,4697.0,2.204,17.032,13.094,297.70847,40.30759,132.755943,1.0,0,1,0.877256106973381,6.78975972074443,8.33758794211651
CANDIDATE,5215508,K06542.01,CANDIDATE,0.0,0,0,0,0,0.8867443,0.3584,3.16,242.3,1.74,692.0,54.13,11.0,5746.0,4.438,1.004,11.27,298.49994,40.333672,131.899639,1.0,0,0,-0.12019861331636157,0.5538851132264376,6.539585955617669
FALSE POSITIVE,6147573,K06669.01,FALSE POSITIVE,0.0,0,1,0,0,25.836831272,0.899,6.32201,145040.0,50.72,587.0,28.08,3016.9,5691.0,4.477,0.897,13.347,298.07883,41.484268,137.3641956,1.0,0,1,3.2518010426023065,3.9263203101289705,6.375024819828097
FALSE POSITIVE,6152521,K06670.01,FALSE POSITIVE,0.0,1,0,0,0,0.94895231,0.738,3.952,57.7,2.51,3464.0,33931.93,18.1,6661.0,3.666,3.067,12.669,299.12161,41.42445,131.85772,1.0,0,1,-0.05239673453271548,0.9202827531436925,8.150179269682326
FALSE POSITIVE,6185717,K06671.01,FALSE POSITIVE,0.0,0,1,0,0,11.702203927,0.967,2.75173,28999.0,57.95,1240.0,560.24,2184.7,6148.0,3.793,2.133,13.393,284.46127,41.56179,139.4312652,1.0,0,1,2.4597771938934017,4.059580569785761,7.122866658599083
CANDIDATE,6187508,K06672.01,CANDIDATE,1.0,0,0,0,0,2.28494301,0.013,1.01,161.8,1.0,1180.0,458.39,10.6,5396.0,4.571,0.789,15.181,285.33963,41.539749,132.92343,1.0,0,0,0.826341083116101,0.0,7.07326971745971
FALSE POSITIVE,6205460,K06673.01,FALSE POSITIVE,0.0,0,1,0,0,3.722775537,0.626,14.3309,107590.0,90.36,1731.0,2125.53,864.9,5425.0,3.678,2.592,12.746,291.98026,41.559422,136.515472,1.0,0,1,1.3144695021785708,4.5038016915998025,7.456454555176209
FALSE POSITIVE,6206751,K06674.01,FALSE POSITIVE,0.0,0,1,0,0,1.245342215,0.728,4.40308,234090.0,90.34,2341.0,7120.27,1178.5,6967.0,4.25,1.476,12.142,292.40631,41.513039,132.220019,1.0,0,1,0.21941036363236896,4.503580330226458,7.75833346749091
FALSE POSITIVE,6207053,K06675.01,FALSE POSITIVE,0.0,0,1,1,0,0.604755462,0.039,1.3741,334.5,1.29,1598.0,1534.24,40.3,4842.0,4.616,0.726,15.553,292.5015,41.549061,131.84831,1.0,0,1,-0.502931097701452,0.25464221837358075,7.37650812632622
CANDIDATE,6209225,K06676.01,CANDIDATE,0.0,0,0,0,0,439.21978,0.2863,9.392,342.3,1.81,266.0,1.18,10.3,6553.0,4.479,0.962,13.993,293.16168,41.538158,523.3139,1.0,0,0,6.084999925611084,0.5933268452777344,5.583496308781699
FALSE POSITIVE,6220470,K06677.01,FALSE POSITIVE,0.0,0,1,0,0,8.144135648,0.222,8.88876,87881.0,56.52,1491.0,1169.67,6113.7,7605.0,4.123,1.862,13.96,296.15887,41.516541,136.5054788,1.0,0,1,2.0972981158580595,4.034594557816327,7.307202314764738
FALSE POSITIVE,7031132,K06804.01,FALSE POSITIVE,0.0,1,0,0,1,0.566795196,0.227,2.18,14.8,0.35,2066.0,4277.24,13.1,5680.0,4.516,0.908,12.818,290.98767,42.53167,131.80925,1.0,0,1,-0.5677572468543179,-1.0498221244986778,7.633369649679584
FALSE POSITIVE,7031732,K06805.01,FALSE POSITIVE,0.0,0,1,1,1,0.566798827,0.25,3.662,34.9,0.52,2045.0,4154.8,21.9,5548.0,4.473,0.889,13.656,291.18863,42.59071,131.81946,1.0,0,1,-0.5677508406808089,-0.6539264674066639,7.623153068476902
FALSE POSITIVE,7031767,K06806.01,FALSE POSITIVE,0.0,1,0,1,1,0.56678012,0.492,3.257,27.6,0.49,2073.0,4352.1,13.5,5674.0,4.506,0.911,14.311,291.20343,42.526718,131.8499,1.0,0,1,-0.567783845880934,-0.7133498878774648,7.636752112435779
FALSE POSITIVE,7031948,K06807.01,FALSE POSITIVE,0.0,1,0,1,1,0.566800113,0.751,3.315,104.0,0.58,1180.0,455.05,18.1,3844.0,4.721,0.526,15.765,291.26016,42.584019,131.81731,1.0,0,1,-0.5677485718007762,-0.5447271754416722,7.07326971745971
FALSE POSITIVE,7031992,K06808.01,FALSE POSITIVE,0.0,1,0,1,1,0.56679293,0.18,3.814,101.1,0.86,2064.0,4264.42,22.1,5812.0,4.551,0.853,15.787,291.27606,42.593521,131.83103,1.0,0,1,-0.5677612447790455,-0.15082288973458366,7.6324011266014535
FALSE POSITIVE,7032117,K06809.01,FALSE POSITIVE,0.0,1,0,0,1,0.566809491,0.484,3.156,69.5,0.55,1656.0,1790.3,21.0,4987.0,4.611,0.654,14.873,291.3194,42.5495,131.79695,1.0,0,1,-0.5677320264222488,-0.5978370007556204,7.412160334945205
FALSE POSITIVE,7032174,K06810.01,FALSE POSITIVE,0.0,0,0,0,1,0.566799218,0.6858,4.227,18.2,0.79,3153.0,23364.03,19.2,6108.0,3.893,1.753,11.983,291.3367,42.53442,131.81553,1.0,0,1,-0.5677501508419339,-0.23572233352106983,8.056109659545061
FALSE POSITIVE,7032383,K06811.01,FALSE POSITIVE,0.0,1,0,1,1,0.566797404,0.119,4.109,69.4,0.64,1890.0,2993.84,18.8,5313.0,4.51,0.784,15.354,291.40652,42.582218,131.83652,1.0,0,1,-0.5677533512749007,-0.4462871026284195,7.5443321080536885
CANDIDATE,7939761,K06934.01,CANDIDATE,1.0,0,0,0,0,22.2548897,0.239,13.454,83.8,2.16,899.0,154.4,11.8,5349.0,3.76,2.388,14.156,282.67258,43.788311,142.2563,1.0,0,0,3.1025617462659154,0.7701082216960737,6.80128303447162
FALSE POSITIVE,7943535,K06935.01,FALSE POSITIVE,0.0,0,1,0,0,4.719336335,1.269,2.83787,12367.0,91.91,1722.0,2078.32,632.4,6792.0,3.971,2.058,12.672,284.56271,43.774261,133.514832,1.0,0,1,1.5516681827198489,4.5208098373700185,7.451241684987676
FALSE POSITIVE,7947631,K06936.01,FALSE POSITIVE,0.0,0,1,0,0,1.258274109,1.244,1.92467,14160.0,25.98,1207.0,502.19,669.1,4937.0,4.669,0.587,15.179,286.76498,43.796329,132.7042523,1.0,0,1,0.22974102722988954,3.2573270112424533,7.095893221097532
FALSE POSITIVE,7950775,K06937.01,FALSE POSITIVE,0.0,0,1,0,0,8.966610607,1.101,4.01883,59618.0,56.94,1038.0,274.04,2049.1,6480.0,4.351,1.132,13.478,288.32407,43.763329,138.5745618,1.0,0,1,2.193507745912705,4.041998081849892,6.945051063725834
FALSE POSITIVE,7955301,K06938.01,FALSE POSITIVE,0.0,0,1,0,0,15.32763411,1.204,6.0662,17749.0,291.01,1472.0,1108.58,117.0,4830.0,2.987,6.784,12.672,290.18625,43.72385,134.92291,1.0,0,1,2.7296573502494406,5.673357630842223,7.294377299288821
FALSE POSITIVE,7960295,K06939.01,FALSE POSITIVE,0.0,0,1,0,0,2.10413487,0.611,4.2269,321240.0,67.03,1421.0,963.4,86.4,5780.0,4.438,1.0,19.485,291.89343,43.730251,132.63638,1.0,0,1,0.7439043945320633,4.205140280369866,7.259116128097101
FALSE POSITIVE,7960547,K06940.01,FALSE POSITIVE,0.0,0,1,0,0,6.767341062,0.724,4.49213,244950.0,52.84,933.0,178.98,3356.8,5926.0,4.513,0.843,14.143,291.99203,43.7668,135.2655184,1.0,0,1,1.9121082567484475,3.9672684796541247,6.838405200847344
FALSE POSITIVE,7967100,K06941.01,FALSE POSITIVE,0.791,0,1,1,0,1.92730001,1.285,18.812,6177.1,45.99,1614.0,1605.97,351.1,6057.0,4.352,1.11,13.943,294.27921,43.719849,132.36067,1.0,0,1,0.6561200649114746,3.8284239815518326,7.3864708488298945
FALSE POSITIVE,8610483,K07068.01,FALSE POSITIVE,0.0,0,1,0,0,48.79936881,0.622,8.80873,324550.0,67.36,525.0,17.9,1151.6,6170.0,4.472,0.992,15.05,285.28397,44.76915,160.196299,1.0,0,1,3.887717378554142,4.210051369934071,6.263398262591624
CANDIDATE,8613446,K07069.01,CANDIDATE,1.0,0,0,0,0,1.01485981,0.185,1.65,243.0,1.61,1928.0,3274.72,8.4,6158.0,4.453,1.024,15.572,286.91599,44.704529,131.6159,1.0,0,0,0.014750484727948961,0.4762341789963717,7.564238475170491
FALSE POSITIVE,8618226,K07070.01,FALSE POSITIVE,0.0,0,1,0,0,5.882036054,1.183,5.16326,238520.0,119.09,1114.0,363.01,2168.4,5837.0,4.282,1.187,13.781,289.33154,44.772579,131.7687637,1.0,0,1,1.7719029696607906,4.779879509779905,7.01571242048723
FALSE POSITIVE,8621026,K07071.01,FALSE POSITIVE,0.0,0,1,0,0,4.059428737,0.216,5.26926,245220.0,67.38,1455.0,1059.83,5461.0,6610.0,4.281,1.33,13.374,290.42838,44.787331,133.1885651,1.0,0,1,1.401042258541326,4.2103482379784065,7.282761179605593
CANDIDATE,8624860,K07072.01,CANDIDATE,0.872,0,0,0,0,15.3902613,0.231,3.431,76.8,4.39,1459.0,1069.24,9.4,5649.0,3.282,4.994,13.808,291.79575,44.746181,140.8602,1.0,0,0,2.733734926264159,1.47932922708708,7.285506548522785
CANDIDATE,8625408,K07073.01,CANDIDATE,0.951,0,0,0,0,279.036565,1.198,31.92,395.2,30.25,323.0,2.58,31.7,6072.0,4.285,1.273,13.054,292.01733,44.713268,246.6289,1.0,0,0,5.631342830581772,3.4094961844768505,5.777652323222656
CANDIDATE,8686442,K07074.01,CANDIDATE,0.0,0,0,0,0,26.8552365,0.825,2.185,194.2,1.49,618.0,34.48,6.7,6045.0,4.494,0.955,14.958,290.75494,44.851589,146.688,1.0,0,0,3.2904608298723597,0.3987761199573678,6.42648845745769
FALSE POSITIVE,8690001,K07075.01,FALSE POSITIVE,0.0,1,0,0,0,19.35954117,0.328,12.8464,386980.0,101.44,942.0,186.12,3590.2,6198.0,3.96,1.567,14.257,292.10843,44.846481,134.25201,1.0,0,1,2.9631853816708897,4.6194674906889155,6.848005274576363
CANDIDATE,8693536,K07076.01,CANDIDATE,0.99,0,0,0,0,16.2347636,0.046,4.2,115.5,1.28,852.0,124.25,10.7,6478.0,4.371,1.188,14.299,293.53033,44.832771,139.9705,1.0,0,0,2.7871548443154412,0.2468600779315258,6.747586526829315
FALSE POSITIVE,9597854,K07201.01,FALSE POSITIVE,0.128,0,0,1,0,1.287097944,0.382,1.94,106.1,0.89,1631.0,1678.58,12.3,5906.0,4.494,0.852,15.506,295.59369,46.269711,132.37957,1.0,0,1,0.25239002828243906,-0.11653381625595151,7.396948602621014
FALSE POSITIVE,9602431,K07202.01,FALSE POSITIVE,0.0,0,0,1,1,3.5565617,0.262,6.691,68.0,0.52,883.0,143.89,10.0,4964.0,4.628,0.633,15.191,297.09915,46.243511,133.522,1.0,0,1,1.2687942635577494,-0.6539264674066639,6.78332520060396
FALSE POSITIVE,9602538,K07203.01,FALSE POSITIVE,0.0,0,0,0,1,3.55646511,0.344,4.72,46.1,0.56,1076.0,317.0,7.8,5475.0,4.479,0.818,14.609,297.12708,46.282082,133.5549,1.0,0,1,1.2687671049366485,-0.579818495252942,6.98100574072173
FALSE POSITIVE,9630640,K07204.01,FALSE POSITIVE,0.0,1,0,0,0,3.661895766,2.959,35.6374,35477.0,374.78,1708.0,2012.26,291.7,6793.0,4.101,1.589,13.658,281.63019,46.321152,132.5316735,1.0,0,1,1.297980982166172,5.926339187147519,7.443078374348516
CANDIDATE,9635520,K07205.01,CANDIDATE,0.779,0,0,0,0,2.3518268,1.23,5.797,576.6,39.82,1535.0,1313.37,24.5,5445.0,4.14,1.426,14.106,284.69968,46.375092,134.352,1.0,0,0,0.8551923878690804,3.6843692986360503,7.336285660021297
FALSE POSITIVE,9635529,K07206.01,FALSE POSITIVE,0.0,0,1,0,0,2.35195525,0.511,5.98883,212830.0,59.62,1678.0,1876.0,1819.1,6550.0,4.324,1.225,12.23,284.70453,46.378799,131.9168815,1.0,0,1,0.8552470034948328,4.087991088249925,7.425357887027151
FALSE POSITIVE,9637299,K07207.01,FALSE POSITIVE,0.0,0,1,0,0,1.882438182,0.395,3.50695,344200.0,74.77,1818.0,2589.75,2051.3,6322.0,4.211,1.213,13.68,285.76071,46.367008,132.7396834,1.0,0,1,0.6325678419057126,4.314416735011824,7.505492274737424
CANDIDATE,9639106,K07208.01,CANDIDATE,0.0,0,0,0,0,3.57944367,0.3976,1.869,117.2,0.87,1018.0,253.89,8.5,5341.0,4.546,0.801,15.56,286.85812,46.311729,133.46198,1.0,0,0,1.2752073888955238,-0.13926206733350766,6.925595197110468
CANDIDATE,9640123,K07209.01,CANDIDATE,0.991,0,0,0,0,8.2553499,0.918,3.959,54.5,3.28,1462.0,1079.27,10.0,5403.0,3.559,3.6,13.816,287.51071,46.38995,135.17,1.0,0,0,2.110861462906277,1.1878434223960523,7.2875606403097235
FALSE POSITIVE,10490960,K07335.01,FALSE POSITIVE,0.0,1,0,0,0,5.682410334,0.761,5.33373,220420.0,72.9,1141.0,401.43,2041.6,5897.0,4.278,1.196,14.3,298.75854,47.69558,133.6376552,1.0,0,1,1.737375497297585,4.289088639014612,7.039660349862076
FALSE POSITIVE,10491031,K07336.01,FALSE POSITIVE,0.0,0,1,0,0,2.199069234,0.762,6.30646,225250.0,118.99,2104.0,4632.97,5915.4,6613.0,4.014,1.925,13.245,298.77716,47.655403,133.0633498,1.0,0,1,0.7880341953880541,4.779039455967062,7.651595573857601
FALSE POSITIVE,10535807,K07337.01,FALSE POSITIVE,0.0,0,1,0,0,1.481655821,1.103,3.4913,59134.0,59.19,1935.0,3314.58,554.4,6478.0,4.307,1.174,13.873,292.15167,47.719501,132.699429,1.0,0,1,0.39316026036095625,4.080752608702634,7.5678626054638825
FALSE POSITIVE,10535858,K07338.01,FALSE POSITIVE,0.0,1,0,1,1,0.93370968,0.848,3.356,62.2,0.38,865.0,131.85,9.2,3615.0,4.839,0.42,15.431,292.1669,47.755638,131.5714,1.0,0,1,-0.06858972419031582,-0.9675840262617056,6.762729506931879
CANDIDATE,10546063,K07339.01,CANDIDATE,1.0,0,0,0,0,10.6982275,0.032,3.198,246.0,1.73,919.0,168.88,9.1,6277.0,4.417,1.097,15.833,296.02774,47.753551,140.6793,1.0,0,0,2.3700780735400797,0.5481214085096876,6.823286122355687
FALSE POSITIVE,10547685,K07340.01,FALSE POSITIVE,0.0,0,1,1,0,1.388509353,1.145,2.84811,37638.0,52.43,1836.0,2679.88,454.6,6075.0,4.315,1.13,12.309,296.57245,47.752708,131.786298,1.0,0,1,0.32823076378812294,3.9594789465844413,7.515344571180436
FALSE POSITIVE,10549576,K07341.01,FALSE POSITIVE,0.0,0,1,0,0,9.089355023,0.647,6.4006,101480.0,68.91,1511.0,1233.59,756.4,7675.0,4.051,2.015,13.015,297.11826,47.741611,139.083714,1.0,0,1,2.2071039511065367,4.232801305369117,7.32052696227274
FALSE POSITIVE,10552700,K07342.01,FALSE POSITIVE,0.0,1,0,0,0,0.94808587,1.105,8.03,229.8,37.72,3359.0,30040.23,145.3,6875.0,3.798,2.856,11.601,297.99118,47.768749,131.93348,1.0,0,1,-0.053310200660474656,3.6301904577652566,8.119398589612294
FALSE POSITIVE,11619964,K07466.01,FALSE POSITIVE,0.0,0,1,0,0,10.368552685,0.978,4.37878,153230.0,61.14,845.0,120.48,3170.1,5855.0,4.418,0.944,14.545,296.0968,49.643829,132.718439,1.0,0,1,2.3387774449985748,4.113166316462689,6.739336627357174
CANDIDATE,11650543,K07467.01,CANDIDATE,0.0,0,0,0,0,7.20558084,0.5196,2.997,58.0,1.33,1253.0,582.45,8.7,6002.0,4.025,1.693,13.553,284.95026,49.747147,138.3055,1.0,0,0,1.9748558424408942,0.28517894223366247,7.133295954896068
FALSE POSITIVE,11651105,K07468.01,FALSE POSITIVE,0.0,1,0,0,0,13.8602646,1.204,74.26,481.1,19.71,690.0,53.56,72.3,5667.0,4.535,0.796,14.756,285.33289,49.734112,139.4033,1.0,0,1,2.629026084488619,2.9811261211646287,6.536691597591305
FALSE POSITIVE,11662440,K07469.01,FALSE POSITIVE,0.0,0,1,0,0,13.639480425,1.033,3.12422,81103.0,44.0,680.0,50.51,664.1,5461.0,4.517,0.846,15.852,292.21732,49.707901,144.531439,1.0,0,1,2.6129685596809993,3.784189633918261,6.522092798170152
CANDIDATE,11671646,K07470.01,CANDIDATE,0.0,0,0,0,0,392.50115,0.1835,9.88,391.2,1.9,225.0,0.6,8.9,5128.0,4.388,0.988,13.87,296.53479,49.785851,498.8298,1.0,0,0,5.972539467154476,0.6418538861723947,5.41610040220442
CANDIDATE,11672354,K07471.01,CANDIDATE,0.953,0,0,0,0,5.29655591,0.37,3.93,135.4,1.3,1156.0,421.14,9.3,6268.0,4.429,1.1,15.591,296.82037,49.75045,131.8704,1.0,0,0,1.6670567810262646,0.26236426446749106,7.052721049232323
FALSE POSITIVE,11704044,K07472.01,FALSE POSITIVE,0.0,0,1,0,0,6.882686062,0.399,5.47323,373660.0,60.49,921.0,169.85,2842.2,5704.0,4.483,0.948,15.749,286.91037,49.815781,134.052302,1.0,0,1,1.929008991741133,4.102478062118823,6.825460036255307
FALSE POSITIVE,11706658,K07473.01,FALSE POSITIVE,0.054,0,1,0,0,1.407937865,0.759,1.585,50793.0,19.09,1179.0,457.02,137.3,4627.0,4.564,0.741,14.614,288.51208,49.864231,132.26921,1.0,0,1,0.34212612679050397,2.949164637737656,7.072421900537371
FALSE POSITIVE,2708445,K06288.01,FALSE POSITIVE,0.0,0,0,1,1,1.89117723,1.207,6.986,176.2,164.49,3536.0,36995.02,17.4,5086.0,2.66,6.86,15.003,290.35684,37.938759,132.7285,1.0,0,1,0.6371995081825417,5.1028497780840665,8.170751423757535
FALSE POSITIVE,2708614,K06289.01,FALSE POSITIVE,0.0,0,1,0,0,52.884577,1.272,7.892,11969.0,48.13,555.0,22.44,72.6,6483.0,4.42,1.078,15.694,290.40158,37.942009,147.01058,1.0,0,1,3.9681117462607443,3.873905683315018,6.318968113746434
FALSE POSITIVE,2711114,K06290.01,FALSE POSITIVE,0.0,0,1,0,0,1.429439352,1.298,2.424,3367.1,54.36,2079.0,4417.56,292.0,6491.0,4.223,1.371,12.335,291.01422,37.969711,132.74659,1.0,0,1,0.3572823058571352,3.995628589282943,7.639642287858013
CANDIDATE,2716979,K06291.01,CANDIDATE,0.0,0,0,0,0,8.8324193,0.185,2.252,74.1,0.98,999.0,234.99,8.1,6060.0,4.29,1.133,13.303,292.29626,37.93306,137.7004,1.0,0,0,2.178428963498413,-0.020202707317519466,6.906754778648554
FALSE POSITIVE,2720354,K06292.01,FALSE POSITIVE,0.007,0,1,0,0,2.821328194,0.537,5.02692,64776.0,40.0,1807.0,2520.03,1227.3,6701.0,4.121,1.506,13.116,293.0361,37.954739,131.680097,1.0,0,1,1.0372077648488212,3.6888794541139363,7.499423290592229
CANDIDATE,2834463,K06293.01,CANDIDATE,0.794,0,0,0,0,5.88836941,0.249,1.05,119.9,1.21,1125.0,379.27,8.3,6243.0,4.39,1.084,14.199,286.58701,38.00108,136.02799,1.0,0,0,1.7729791189286457,0.1906203596086497,7.025538314638521
FALSE POSITIVE,2852560,K06294.01,FALSE POSITIVE,0.0,1,0,0,0,11.961308501,0.616,4.6414,310680.0,51.58,696.0,55.37,1907.8,5564.0,4.587,0.785,15.308,291.46603,38.005039,131.9131819,1.0,0,1,2.4816771489761646,3.9431340004531985,6.54534966033442
FALSE POSITIVE,2856960,K06295.01,FALSE POSITIVE,0.0,0,1,0,0,204.280255,0.875,37.2,10579.0,8.99,236.0,0.73,35.1,4907.0,4.582,0.727,15.615,292.38132,38.076649,164.7235,2.0,0,1,5.31949285006533,2.196112848483529,5.4638318050256105
FALSE POSITIVE,4484356,K06420.01,FALSE POSITIVE,0.0,0,1,0,0,0.572079631,0.793,2.27811,127790.0,29.45,1716.0,2036.56,578.2,5233.0,4.625,0.639,14.235,296.45972,39.573738,132.0189884,1.0,0,1,-0.5584770822568877,3.3826939100975957,7.447751280047908
FALSE POSITIVE,4489844,K06421.01,FALSE POSITIVE,0.0,0,0,1,0,0.822314545,0.447,3.3374,32.7,0.54,1922.0,3227.02,3.8,5709.0,4.409,0.938,13.23,297.55054,39.565659,131.7125281,1.0,0,1,-0.19563229897006393,-0.616186139423817,7.561121589530238
FALSE POSITIVE,4540632,K06422.01,FALSE POSITIVE,0.0,0,1,0,0,31.005392846,0.305,3.073,560310.0,141.82,682.0,51.25,1236.1,5023.0,3.9,1.784,14.991,284.04434,39.661469,150.8616525,1.0,0,1,3.434161152129571,4.95455864787585,6.525029657843462
FALSE POSITIVE,4544623,K06423.01,FALSE POSITIVE,0.0,0,1,1,1,2.189097,1.246,5.768,3001.0,13.92,647.0,41.37,13.5,3624.0,4.848,0.406,15.999,285.89905,39.690639,132.0841,1.0,0,1,0.7834891300304054,2.6333266549062735,6.472346294500901
FALSE POSITIVE,4565985,K06424.01,FALSE POSITIVE,0.0,0,1,0,0,17.51191534,0.008,5.678,728.8,52.64,2246.0,6014.16,41.0,4029.0,1.786,20.888,9.242,292.92682,39.613361,134.39065,1.0,0,1,2.862881525809607,3.9634762870170617,7.716906135298388
CANDIDATE,4567118,K06425.01,CANDIDATE,0.0,0,0,0,0,521.10826,0.3485,18.36,244.7,1.5,231.0,0.68,8.7,5942.0,4.432,0.947,14.163,293.23929,39.691681,189.5977,1.0,0,0,6.2559578128737865,0.4054651081081644,5.442417710521793
FALSE POSITIVE,4569590,K06426.01,FALSE POSITIVE,0.0,1,0,0,0,41.3701638,0.653,29.254,6907.1,59.95,1133.0,389.15,91.3,4764.0,2.777,6.883,12.799,293.86234,39.690128,166.1673,1.0,0,1,3.7225599398563447,4.093510881473524,7.0326242610280065
FALSE POSITIVE,4574310,K06427.01,FALSE POSITIVE,0.0,0,1,0,0,1.306220168,0.352,5.14519,481370.0,83.16,2095.0,4556.14,2019.4,6600.0,4.238,1.124,13.242,294.99365,39.64283,132.1122056,1.0,0,1,0.2671375985754586,4.420766462989812,7.647308832356238
FALSE POSITIVE,4575824,K06428.01,FALSE POSITIVE,0.0,0,1,0,0,631.632,0.4544,16.13,295.1,1.56,201.0,0.38,8.6,5689.0,4.493,0.894,14.358,295.34366,39.609322,239.8779,1.0,0,1,6.448306946075895,0.44468582126144574,5.303304908059076
FALSE POSITIVE,5216727,K06543.01,FALSE POSITIVE,0.0,0,1,1,0,0.756511623,1.216,2.81832,41596.0,77.4,2549.0,9947.96,845.0,6343.0,4.199,1.417,13.448,298.71249,40.341228,131.9298652,1.0,0,1,-0.2790373816946227,4.3489867805956814,7.8434564043761155
FALSE POSITIVE,5218014,K06544.01,FALSE POSITIVE,0.0,0,1,0,0,10.845286549,1.307,4.3876,7473.8,319.52,1682.0,1893.11,416.1,5096.0,3.094,7.023,12.923,298.99789,40.314751,138.334343,1.0,0,1,2.3837305661519994,5.766819869667505,7.427738840532894
FALSE POSITIVE,5255552,K06545.01,FALSE POSITIVE,0.0,0,1,0,0,32.45541269,0.726,7.3736,136390.0,23.48,392.0,5.55,180.9,4869.0,4.71,0.543,15.208,284.69308,40.498619,137.607894,1.0,0,1,3.4798672301648708,3.1561489949598958,5.971261839790462
CANDIDATE,5263167,K06546.01,CANDIDATE,0.783,0,0,0,0,3.39401963,0.166,2.984,98.4,1.03,1306.0,689.16,10.0,6181.0,4.431,1.029,15.42,288.03058,40.418301,134.37164,1.0,0,0,1.2220149505313136,0.02955880224154443,7.174724309836376
FALSE POSITIVE,5266937,K06547.01,FALSE POSITIVE,0.0,0,1,0,0,5.917085496,0.095,23.7545,563290.0,75.86,1005.0,241.42,1331.5,5661.0,4.383,0.987,14.352,289.34967,40.497189,132.900327,1.0,0,1,1.777844012804297,4.3288895362607525,6.912742820493176
FALSE POSITIVE,5269407,K06548.01,FALSE POSITIVE,0.0,0,1,0,0,0.958871144,0.533,2.74361,232350.0,45.91,1743.0,2174.51,1191.2,5530.0,4.425,0.892,14.164,290.09079,40.46183,131.6864267,1.0,0,1,-0.041998578089982926,3.826682958261131,7.463363045520021
FALSE POSITIVE,5271803,K06549.01,FALSE POSITIVE,0.0,0,1,0,0,0.5402463,0.9411,13.93,1148.0,6.2,3249.0,26335.17,1.6,7296.0,4.249,1.498,13.681,290.79919,40.41156,131.5521,1.0,0,1,-0.6157301322997603,1.824549292051046,8.0861025356691
